,probe_id
1666,cg05977002
1667,cg00839129
1668,cg15465223
1669,cg14968482
1670,cg00733005
1671,cg21948465
1672,cg21574349
1673,cg10588425
1674,cg27551078
1675,cg10933445
1676,cg04386149
1677,cg09611472
1678,cg27548450
1679,cg05451654
1680,cg24543488
1681,cg09936037
1682,cg20032789
1683,cg18007959
1684,cg00016481
1685,cg00526336
1686,cg11258164
1687,cg06223736
1688,cg02302582
1689,cg05533744
1690,cg23748340
1691,cg17299830
1692,cg23376286
1693,cg19961809
1694,cg13378865
1695,cg03065975
1696,cg08071719
1697,cg13727010
1698,cg09508016
1699,cg13469457
1700,cg04131456
1701,cg01074955
1702,cg01416906
1703,cg00093087
1704,cg01119169
1705,cg06532379
1706,cg15396799
1707,cg27171280
1708,cg13206735
1709,cg03338933
1710,cg20390150
1711,cg04220636
1712,cg04017116
1713,cg03505583
1714,cg25793566
1715,cg25926008
1716,cg23899628
1717,cg10203522
1718,cg10894807
1719,cg22601215
1720,cg26978172
1721,cg07222309
1722,cg01138791
1723,cg25194201
1724,cg20659657
1725,cg16697940
1726,cg01427976
1727,cg09118932
1728,cg15184452
1729,cg08878368
1730,cg18012383
1731,cg26279822
1732,cg19368844
1733,cg05933997
1734,cg10987255
1735,cg20963995
1736,cg09472203
1737,cg14126688
1738,cg16325394
1739,cg06359096
1740,cg00955967
1741,cg16101703
1742,cg10285897
1743,cg22307029
1744,cg18425377
1745,cg21515023
1746,cg04880732
1747,cg12871124
1748,cg25807804
1749,cg08158439
1750,cg02741882
1751,cg18101917
1752,cg02119577
1753,cg08621406
1754,cg18973586
1755,cg26246411
1756,cg08700690
1757,cg17498717
1758,cg03070534
1759,cg24753200
1760,cg03363478
1761,cg02062140
1762,cg04654530
1763,cg19271111
1764,cg13197521
1765,cg18241962
1766,cg05473496
1767,cg08898155
1768,cg26911704
1769,cg15930798
1770,cg03454669
1771,cg23654971
1772,cg10583297
1773,cg21741689
1774,cg00894378
1775,cg08049061
1776,cg03287929
1777,cg00440043
1778,cg18710053
1779,cg19845249
1780,cg02066222
1781,cg18382341
1782,cg25231478
1783,cg07892449
1784,cg15038672
1785,cg12224898
1786,cg26269797
1787,cg13385156
1788,cg04391222
1789,cg12444845
1790,cg17520080
1791,cg26279840
1792,cg14670213
1793,cg25399963
1794,cg05563385
1795,cg19845250
1796,cg21946824
1797,cg22752506
1798,cg22712703
1799,cg04043426
1800,cg08801887
1801,cg03031988
1802,cg24495585
1803,cg14678774
1804,cg14228592
1805,cg06366937
1806,cg27373972
1807,cg16884841
1808,cg24082121
1809,cg05453337
1810,cg03442056
1811,cg08830818
1812,cg01281078
1813,cg04547588
1814,cg07825270
1815,cg27526149
1816,cg07695654
1817,cg13704403
1818,cg17462381
1819,cg01527459
1820,cg00147976
1821,cg04225046
1822,cg02773945
1823,cg06873457
1824,cg05564836
1825,cg02924487
1826,cg21189224
1827,cg26668626
1828,cg18069290
1829,cg04021549
1830,cg02737068
1831,cg16929354
1832,cg09042952
1833,cg00295794
1834,cg06802522
1835,cg17420885
1836,cg12503575
1837,cg18875435
1838,cg05167429
1839,cg13721600
1840,cg13436085
1841,cg13206530
1842,cg14132888
1843,cg19093370
1844,cg07594474
1845,cg14705919
1846,cg20914464
1847,cg09003527
1848,cg21445541
1849,cg26573923
1850,cg11178017
1851,cg13146517
1852,cg02127198
1853,cg19870698
1854,cg22571131
1855,cg10249705
1856,cg12306414
1857,cg09724798
1858,cg10665321
1859,cg20116300
1860,cg17006413
1861,cg18429584
1862,cg22744368
1863,cg25416067
1864,cg02367992
1865,cg13514165
1866,cg26227186
1867,cg04396685
1868,cg03900934
1869,cg09145256
1870,cg01882033
1871,cg09229169
1872,cg09887007
1873,cg12548057
1874,cg24924221
1875,cg12648600
1876,cg07919936
1877,cg12103219
1878,cg07599366
1879,cg03103374
1880,cg01612220
1881,cg07779653
1882,cg12528713
1883,cg10277836
1884,cg12655375
1885,cg07414984
1886,cg08017498
1887,cg23658045
1888,cg21131031
1889,cg20541753
1890,cg06947320
1891,cg12009606
1892,cg07592361
1893,cg15421933
1894,cg16315447
1895,cg24806953
1896,cg03719314
1897,cg22097342
1898,cg09282500
1899,cg12975464
1900,cg25790081
1901,cg03115835
1902,cg13922681
1903,cg19915582
1904,cg13473894
1905,cg12993807
1906,cg26346197
1907,cg27491759
1908,cg27624313
1909,cg22770592
1910,cg07310671
1911,cg16144348
1912,cg07628300
1913,cg10836110
1914,cg02437119
1915,cg04882003
1916,cg14196208
1917,cg21603679
1918,cg01722932
1919,cg04367345
1920,cg24074480
1921,cg00665908
1922,cg13674574
1923,cg06720949
1924,cg17386213
1925,cg00028757
1926,cg05943122
1927,cg09251197
1928,cg08316009
1929,cg03916783
1930,cg19852958
1931,cg03951833
1932,cg06148468
1933,cg05911136
1934,cg26432350
1935,cg15865827
1936,cg15823461
1937,cg09841884
1938,cg17427781
1939,cg18219212
1940,cg13641043
1941,cg03102879
1942,cg22876561
1943,cg18261205
1944,cg27326642
1945,cg02139853
1946,cg01687558
1947,cg24850219
1948,cg13984515
1949,cg16914552
1950,cg03520265
1951,cg25436985
1952,cg03940437
1953,cg06340161
1954,cg11628541
1955,cg16245054
1956,cg10228307
1957,cg18857021
1958,cg15862215
1959,cg23837188
1960,cg17243193
1961,cg10446007
1962,cg06055392
1963,cg15660630
1964,cg27315947
1965,cg24403487
1966,cg09828721
1967,cg05277504
1968,cg16428631
1969,cg16534505
1970,cg19295951
1971,cg07624483
1972,cg19369363
1973,cg13851144
1974,cg04777683
1975,cg17971936
1976,cg10109876
1977,cg14502007
1978,cg14732699
1979,cg07747661
1980,cg15100426
1981,cg21459545
1982,cg11756368
1983,cg25539735
1984,cg03610228
1985,cg05964687
1986,cg20487366
1987,cg21692450
1988,cg00465198
1989,cg24258699
1990,cg03074872
1991,cg04029055
1992,cg02383154
1993,cg07243941
1994,cg25194055
1995,cg19756097
1996,cg26251429
1997,cg24109273
1998,cg04134240
1999,cg01065373
2000,cg06888900
2001,cg18911472
2002,cg21229570
2003,cg22524657
2004,cg13626774
2005,cg06437144
2006,cg21488876
2007,cg19714558
2008,cg23182880
2009,cg00564759
2010,cg27036341
2011,cg17170111
2012,cg27254482
2013,cg18007858
2014,cg07722840
2015,cg05002124
2016,cg05675316
2017,cg05024291
2018,cg27119318
2019,cg12920180
2020,cg20468058
2021,cg04167018
2022,cg09099965
2023,cg19047868
2024,cg19944840
2025,cg05652090
2026,cg24849872
2027,cg06490988
2028,cg24812936
2029,cg05184377
2030,cg17339927
2031,cg00426486
2032,cg27079446
2033,cg26019112
2034,cg06531943
2035,cg17021396
2036,cg09540121
2037,cg11324650
2038,cg02237319
2039,cg09731141
2040,cg03979643
2041,cg11242552
2042,cg24670916
2043,cg16334849
2044,cg26938272
2045,cg03905487
2046,cg11118422
2047,cg25003565
2048,cg26463908
2049,cg14732324
2050,cg08195029
2051,cg04583043
2052,cg20071624
2053,cg17123237
2054,cg20590175
2055,cg22027408
2056,cg09129395
2057,cg07351262
2058,cg18954339
2059,cg14631218
2060,cg26070281
2061,cg25975979
2062,cg16082877
2063,cg19317211
2064,cg11866396
2065,cg22117968
2066,cg12509004
2067,cg16551483
2068,cg08519270
2069,cg10093679
2070,cg06695338
2071,cg14518178
2072,cg19948393
2073,cg13181079
2074,cg10156544
2075,cg26684826
2076,cg08857063
2077,cg22638597
2078,cg02771681
2079,cg16874579
2080,cg26537248
2081,cg20441902
2082,cg07223952
2083,cg08626560
2084,cg24823623
2085,cg18638840
2086,cg08492912
2087,cg24239148
2088,cg04207032
2089,cg27040104
2090,cg18064824
2091,cg05583608
2092,cg22886512
2093,cg08292112
2094,cg13567205
2095,cg22873748
2096,cg00300879
2097,cg18106189
2098,cg13995427
2099,cg26075742
2100,cg23831155
2101,cg07080244
2102,cg22485059
2103,cg05347878
2104,cg11580828
2105,cg11844198
2106,cg21484940
2107,cg17586885
2108,cg25518571
2109,cg04499901
2110,cg06846259
2111,cg25379390
2112,cg05799169
2113,cg18754754
2114,cg10364115
2115,cg22955628
2116,cg15261499
2117,cg22140675
2118,cg10348368
2119,cg13783764
2120,cg10500147
2121,cg10105971
2122,cg20492680
2123,cg11496226
2124,cg01854776
2125,cg12023271
2126,cg06375652
2127,cg12888113
2128,cg07664553
2129,cg20877507
2130,cg00650641
2131,cg12989128
2132,cg19932097
2133,cg04457979
2134,cg20091128
2135,cg20190357
2136,cg10490227
2137,cg04822759
2138,cg15702800
2139,cg05489661
2140,cg02547394
2141,cg01945840
2142,cg21512644
2143,cg16599698
2144,cg13362546
2145,cg20402747
2146,cg25402979
2147,cg07959491
2148,cg16855422
2149,cg18040181
2150,cg20168230
2151,cg25711079
2152,cg00467202
2153,cg18234145
2154,cg10218000
2155,cg11963202
2156,cg20459022
2157,cg21540621
2158,cg01889070
2159,cg09713000
2160,cg16742756
2161,cg11809123
2162,cg26041076
2163,cg19076702
2164,cg06053805
2165,cg25280938
2166,cg23344692
2167,cg07877987
2168,cg14662585
2169,cg03051384
2170,cg21145284
2171,cg01973605
2172,cg01572810
2173,cg23158699
2174,cg19482025
2175,cg00630420
2176,cg22605919
2177,cg20659025
2178,cg01295034
2179,cg02086046
2180,cg02061047
2181,cg14868703
2182,cg01392338
2183,cg23831542
2184,cg14662119
2185,cg15452590
2186,cg08140387
2187,cg03384545
2188,cg04379055
2189,cg23978062
2190,cg03151651
2191,cg10761804
2192,cg10861495
2193,cg10058464
2194,cg01289965
2195,cg00021108
2196,cg25908434
2197,cg17352995
2198,cg22487177
2199,cg14712313
2200,cg06895831
2201,cg22660544
2202,cg00598143
2203,cg08592146
2204,cg19345671
2205,cg13623638
2206,cg05172425
2207,cg20947082
2208,cg00469814
2209,cg23725210
2210,cg17267805
2211,cg03779258
2212,cg14478895
2213,cg05948305
2214,cg23310813
2215,cg22569587
2216,cg08347852
2217,cg23935255
2218,cg07749079
2219,cg07985116
2220,cg06133459
2221,cg07317616
2222,cg07148645
2223,cg15573040
2224,cg04206517
2225,cg15014975
2226,cg13144843
2227,cg22512163
2228,cg08832603
2229,cg21604054
2230,cg10302505
2231,cg25100604
2232,cg08905758
2233,cg08270258
2234,cg04081844
2235,cg15630907
2236,cg21904595
2237,cg06703092
2238,cg22866835
2239,cg16599901
2240,cg23299641
2241,cg02870573
2242,cg04592958
2243,cg06522681
2244,cg11965966
2245,cg06403289
2246,cg07900968
2247,cg02842338
2248,cg02605007
2249,cg14689219
2250,cg08540840
2251,cg20074142
2252,cg18874502
2253,cg19571304
2254,cg02074930
2255,cg24384879
2256,cg21936763
2257,cg07222059
2258,cg05633190
2259,cg10873475
2260,cg17213342
2261,cg13405332
2262,cg13506653
2263,cg16969368
2264,cg12620706
2265,cg08319422
2266,cg09758623
2267,cg11242791
2268,cg18819620
2269,cg07033093
2270,cg14421525
2271,cg12149972
2272,cg18582848
2273,cg03149699
2274,cg26313599
2275,cg22711308
2276,cg06765909
2277,cg13261989
2278,cg22039839
2279,cg05507697
2280,cg07933790
2281,cg05304461
2282,cg17166282
2283,cg11846816
2284,cg18628255
2285,cg26010877
2286,cg22541679
2287,cg10634598
2288,cg14972210
2289,cg23579185
2290,cg13432900
2291,cg24430322
2292,cg17870484
2293,cg01177642
2294,cg27309098
2295,cg15993795
2296,cg02806739
2297,cg02225164
2298,cg24751717
2299,cg10396281
2300,cg06856480
2301,cg10821610
2302,cg06302818
2303,cg01537687
2304,cg19480724
2305,cg16418374
2306,cg23115136
2307,cg09180070
2308,cg16471084
2309,cg00852603
2310,cg14268632
2311,cg09516959
2312,cg08432650
2313,cg04784519
2314,cg00017441
2315,cg02641983
2316,cg06637774
2317,cg18881778
2318,cg22663859
2319,cg20688757
2320,cg10239074
2321,cg14462928
2322,cg22442430
2323,cg14490819
2324,cg05859578
2325,cg19343809
2326,cg23695504
2327,cg21158502
2328,cg18732869
2329,cg03347632
2330,cg07050602
2331,cg09414673
2332,cg12124973
2333,cg03650429
2334,cg05116694
2335,cg00437011
2336,cg23750729
2337,cg21649393
2338,cg05386387
2339,cg14861857
2340,cg22023784
2341,cg10589673
2342,cg20690488
2343,cg21025551
2344,cg14361526
2345,cg18331263
2346,cg05898629
2347,cg24205792
2348,cg24953233
2349,cg12735025
2350,cg21545857
2351,cg02966076
2352,cg07687951
2353,cg05694621
2354,cg15807180
2355,cg00822399
2356,cg11308237
2357,cg06239616
2358,cg00556132
2359,cg24306430
2360,cg08690436
2361,cg06263372
2362,cg03294458
2363,cg09371559
2364,cg01946760
2365,cg04348816
2366,cg00939558
2367,cg03659126
2368,cg02670123
2369,cg25472172
2370,cg03439958
2371,cg22588542
2372,cg07977202
2373,cg25632853
2374,cg00839675
2375,cg14270789
2376,cg26396707
2377,cg13161961
2378,cg03732020
2379,cg12243597
2380,cg08447658
2381,cg24904303
2382,cg13330341
2383,cg03650397
2384,cg12167167
2385,cg10899547
2386,cg17135675
2387,cg20418507
2388,cg08628777
2389,cg19803194
2390,cg15136797
2391,cg09987596
2392,cg11738485
2393,cg25213107
2394,cg05628107
2395,cg09134205
2396,cg01176141
2397,cg18101022
2398,cg24231558
2399,cg14677130
2400,cg08687515
2401,cg19582265
2402,cg25053252
2403,cg18723409
2404,cg01689892
2405,cg06047700
2406,cg06060191
2407,cg03480666
2408,cg07475117
2409,cg25625951
2410,cg14107975
2411,cg25679864
2412,cg12749863
2413,cg02798749
2414,cg22199969
2415,cg23674202
2416,cg10659382
2417,cg18094551
2418,cg01453816
2419,cg04424721
2420,cg26843035
2421,cg23546619
2422,cg18727782
2423,cg14931304
2424,cg27190967
2425,cg08929467
2426,cg01717636
2427,cg26531995
2428,cg07333715
2429,cg05026102
2430,cg23376870
2431,cg02620054
2432,cg15233114
2433,cg24129382
2434,cg04436994
2435,cg01243246
2436,cg14783837
2437,cg25361117
2438,cg15018282
2439,cg23800435
2440,cg07491203
2441,cg27548075
2442,cg25589956
2443,cg05529816
2444,cg15470261
2445,cg05969038
2446,cg02581653
2447,cg08920121
2448,cg24167975
2449,cg07669489
2450,cg15825731
2451,cg25743490
2452,cg06947208
2453,cg10065530
2454,cg13705556
2455,cg15564000
2456,cg10019916
2457,cg14481911
2458,cg02317400
2459,cg04740558
2460,cg02751631
2461,cg18355869
2462,cg23414361
2463,cg25372407
2464,cg04503319
2465,cg24098404
2466,cg24219929
2467,cg23327070
2468,cg24665290
2469,cg02852743
2470,cg14803306
2471,cg09520976
2472,cg23909834
2473,cg05341329
2474,cg14373456
2475,cg11996428
2476,cg16504335
2477,cg08337959
2478,cg05504270
2479,cg22030181
2480,cg02667414
2481,cg24588482
2482,cg24951396
2483,cg12834774
2484,cg10117834
2485,cg23220551
2486,cg10836036
2487,cg23683010
2488,cg10113582
2489,cg22896075
2490,cg02446106
2491,cg08569979
2492,cg05576925
2493,cg19953599
2494,cg10113760
2495,cg01566592
2496,cg25258098
2497,cg00144817
2498,cg02937313
2499,cg11795222
2500,cg26940573
2501,cg15423199
2502,cg21728844
2503,cg06632027
2504,cg06868481
2505,cg14516100
2506,cg20373416
2507,cg27221688
2508,cg17492481
2509,cg22266470
2510,cg05601199
2511,cg22434674
2512,cg25456186
2513,cg16823064
2514,cg17892328
2515,cg01185350
2516,cg02964172
2517,cg08387815
2518,cg07795402
2519,cg11276053
2520,cg15825175
2521,cg22467468
2522,cg17608529
2523,cg09758869
2524,cg11315500
2525,cg21777986
2526,cg11050601
2527,cg25736251
2528,cg00390484
2529,cg01281911
2530,cg04614997
2531,cg01011910
2532,cg04467162
2533,cg05903872
2534,cg09863247
2535,cg10403036
2536,cg14006181
2537,cg07160589
2538,cg26421572
2539,cg04698845
2540,cg10702755
2541,cg10327302
2542,cg02647941
2543,cg02081018
2544,cg26242772
2545,cg06802056
2546,cg01485165
2547,cg18803045
2548,cg20142271
2549,cg11199137
2550,cg18308877
2551,cg19601664
2552,cg22075974
2553,cg24990422
2554,cg17436861
2555,cg10731700
2556,cg20094279
2557,cg04468543
2558,cg00029979
2559,cg20301780
2560,cg24524451
2561,cg17629447
2562,cg17966435
2563,cg08945011
2564,cg24844295
2565,cg07021777
2566,cg21197375
2567,cg15280188
2568,cg10342148
2569,cg00331183
2570,cg19446790
2571,cg09400392
2572,cg06159404
2573,cg06588802
2574,cg23396834
2575,cg22205276
2576,cg03554089
2577,cg00490648
2578,cg13052543
2579,cg25628257
2580,cg19441779
2581,cg12607514
2582,cg07543626
2583,cg16420798
2584,cg12332083
2585,cg05364750
2586,cg26126181
2587,cg04275194
2588,cg11734845
2589,cg24501027
2590,cg26608203
2591,cg17283268
2592,cg05848863
2593,cg14872952
2594,cg12045294
2595,cg02237540
2596,cg22549986
2597,cg05143887
2598,cg22764639
2599,cg05032903
2600,cg13914598
2601,cg16107740
2602,cg18217622
2603,cg24000285
2604,cg11497952
2605,cg18490269
2606,cg10659624
2607,cg00059024
2608,cg13997649
2609,cg10503284
2610,cg06273454
2611,cg17083411
2612,cg15069995
2613,cg11213574
2614,cg03334425
2615,cg24930634
2616,cg11388673
2617,cg26891924
2618,cg11240755
2619,cg00894222
2620,cg17755907
2621,cg20600756
2622,cg02635865
2623,cg08548429
2624,cg08235500
2625,cg06780839
2626,cg05787209
2627,cg14728310
2628,cg23042510
2629,cg13966609
2630,cg13677741
2631,cg11674863
2632,cg01749555
2633,cg07142010
2634,cg12165338
2635,cg14304817
2636,cg18612786
2637,cg02814719
2638,cg16914989
2639,cg12526346
2640,cg08527566
2641,cg04446762
2642,cg10881128
2643,cg08298555
2644,cg15529621
2645,cg15736734
2646,cg06178563
2647,cg25083618
2648,cg26425305
2649,cg02118635
2650,cg19547293
2651,cg26459419
2652,cg00777968
2653,cg12112870
2654,cg11029346
2655,cg08314543
2656,cg18358643
2657,cg16459103
2658,cg05096690
2659,cg14162927
2660,cg17220933
2661,cg26970847
2662,cg24559073
2663,cg07916101
2664,cg12389685
2665,cg02487930
2666,cg04807108
2667,cg18779601
2668,cg07106881
2669,cg21463349
2670,cg02952686
2671,cg15235798
2672,cg06097659
2673,cg25648436
2674,cg21222370
2675,cg12175729
2676,cg04865659
2677,cg04421280
2678,cg00656410
2679,cg27138600
2680,cg20462512
2681,cg14219599
2682,cg01268824
2683,cg13334285
2684,cg20981848
2685,cg21539371
2686,cg22685226
2687,cg08461752
2688,cg24113266
2689,cg11623293
2690,cg10726355
2691,cg20048870
2692,cg26161368
2693,cg27570249
2694,cg24843246
2695,cg20931867
2696,cg19564884
2697,cg06067573
2698,cg22638593
2699,cg15256305
2700,cg23071186
2701,cg10532384
2702,cg09615620
2703,cg09110292
2704,cg05815920
2705,cg10220806
2706,cg02229607
2707,cg14725924
2708,cg17564775
2709,cg23080985
2710,cg12884704
2711,cg17212698
2712,cg18032190
